document	topic	gamma
309_1823	11	0.02218430034129693
31_1820	11	0.006097560975609756
310_1823	11	0.005434782608695652
311_1823	11	0.008064516129032258
312_1823	11	0.003401360544217687
313_1824	11	0.003472222222222222
314_1824	11	0.0018796992481203006
316_1831	11	6.501950585175553e-4
317_1831	11	0.008620689655172414
318_1831	11	0.039473684210526314
319_1831	11	0.03977272727272727
32_1820	11	0.008928571428571428
323_1831	11	0.06140350877192982
326_1827	11	0.0211864406779661
327_1835	11	0.014563106796116505
328_1832	11	0.01282051282051282
329_1832	11	0.031914893617021274
33_1820	11	0.010416666666666666
330_1832	11	0.015151515151515152
331_1830	11	0.022058823529411766
332_1828	11	0.016025641025641024
333_1820	11	0.0040650406504065045
334_1820	11	0.0078125
335_1820	11	0.00273224043715847
336_1825	11	0.03398058252427184
337_1825	11	0.00423728813559322
338_1825	11	0.022727272727272728
339_1821	11	0.0010504201680672268
34_1821	11	0.0047169811320754715
341_1822	11	0.01201923076923077
343_1823	11	0.003105590062111801
344_1816	11	9.70873786407767e-4
345_1816	11	0.005535055350553505
346_1817	11	0.016233766233766232
347_1817	11	0.21067415730337077
349_1817	11	0.014534883720930232
35_1821	11	0.007177033492822967
350_1817	11	0.039473684210526314
351_1817	11	6.234413965087282e-4
352_1818	11	0.005813953488372093
353_1818	11	0.00980392156862745
354_1818	11	0.006
355_1821	11	0.018229166666666668
356_1825	11	0.022727272727272728
357_1826	11	0.0021008403361344537
358_1827	11	0.038461538461538464
359_1829	11	0.007352941176470588
36_1821	11	0.004807692307692308
360_1831	11	0.013043478260869565
362_1830	11	0.011627906976744186
363_1831	11	0.0035460992907801418
364_1828	11	0.008333333333333333
365_1828	11	0.003067484662576687
366_1828	11	0.008928571428571428
367_1827	11	0.006122448979591836
368_1827	11	0.0078125
369_1828	11	0.2463002114164905
37_1821	11	0.012195121951219513
370_1829	11	0.0125
371_1829	11	0.006493506493506494
373_1830	11	0.004761904761904762
374_1830	11	0.005952380952380952
375_1829	11	0.018292682926829267
376_1829	11	0.03017241379310345
377_1830	11	0.017241379310344827
378_1830	11	0.00423728813559322
379_1830	11	0.09905660377358491
38_1821	11	0.007042253521126761
380_1830	11	0.059782608695652176
381_1830	11	0.0022222222222222222
382_1830	11	0.025510204081632654
383_1825	11	0.010714285714285714
386_1825	11	0.0030303030303030303
387_1826	11	0.005681818181818182
389_1826	11	0.004201680672268907
39_1821	11	0.028846153846153848
390_1826	11	0.011111111111111112
392_1826	11	0.00949367088607595
393_1826	11	0.0024271844660194173
394_1826	11	0.03237410071942446
395_1830	11	0.03571428571428571
396_1830	11	0.07352941176470588
397_1825	11	0.018145161290322582
398_1831	11	0.011111111111111112
399_1831	11	0.02631578947368421
4_1819	11	0.0035714285714285713
40_1822	11	0.00684931506849315
400_1832	11	0.0034965034965034965
401_1832	11	0.005319148936170213
403_1833	11	0.0794392523364486
405_1833	11	0.005494505494505495
406_1833	11	0.004545454545454545
407_1833	11	0.033783783783783786
408_1833	11	0.005555555555555556
409_1827	11	0.00625
41_1822	11	0.0037313432835820895
410_1834	11	0.011111111111111112
411_1834	11	0.010869565217391304
412_1834	11	0.004424778761061947
413_1834	11	0.026881720430107527
414_1834	11	0.0036231884057971015
415_1834	11	0.002702702702702703
416_1834	11	0.003968253968253968
417_1834	11	0.022321428571428572
418_1834	11	0.06074766355140187
419_1834	11	0.00909090909090909
42_1822	11	0.006666666666666667
420_1827	11	0.00641025641025641
421_1835	11	0.001004016064257028
422_1821	11	0.019313304721030045
423_1821	11	0.0056433408577878106
424_1821	11	0.07006920415224914
425_1826	11	0.04807692307692308
426_1827	11	0.004464285714285714
428_1825	11	0.0020920502092050207
429_1826	11	0.0035971223021582736
43_1822	11	0.002617801047120419
430_1826	11	0.012295081967213115
431_1829	11	0.0048543689320388345
432_1830	11	0.007142857142857143
433_1821	11	0.013513513513513514
434_1830	11	0.003937007874015748
435_1830	11	0.02054794520547945
436_1830	11	0.0058823529411764705
437_1830	11	0.004792332268370607
438_1830	11	0.003472222222222222
439_1825	11	0.008823529411764706
44_1823	11	0.006775067750677507
440_1828	11	0.010638297872340425
441_1824	11	0.0025906735751295338
442_1825	11	0.023809523809523808
443_1826	11	0.022727272727272728
444_1826	11	0.006097560975609756
445_1826	11	0.00909090909090909
446_1827	11	0.013736263736263736
447_1827	11	0.00684931506849315
448_1827	11	0.0020161290322580645
449_1827	11	0.010869565217391304
45_1823	11	0.011278195488721804
450_1827	11	0.0234375
451_1829	11	0.018687329079307202
452_1829	11	0.008982035928143712
453_1829	11	0.15714285714285714
454_1830	11	0.25669642857142855
455_1830	11	0.0028089887640449437
456_1831	11	0.01056338028169014
457_1830	11	0.012711864406779662
458_1822	11	0.005319148936170213
459_1822	11	0.00641025641025641
460_1822	11	0.021212121212121213
461_1822	11	0.005263157894736842
462_1822	11	0.01715686274509804
463_1823	11	0.014705882352941176
464_1823	11	0.028688524590163935
465_1823	11	0.006097560975609756
466_1823	11	0.004166666666666667
467_1825	11	0.008771929824561403
47_1821	11	0.24531835205992508
49_1821	11	0.02287581699346405
497_1827	11	0.005813953488372093
5_1819	11	0.03162650602409638
50_1822	11	0.005319148936170213
51_1822	11	0.001
516_1832	11	0.038461538461538464
517_1833	11	0.03612167300380228
53_1822	11	0.0015432098765432098
55_1821	11	0.00625
56_1821	11	0.10357142857142858
564_1823	11	0.021875
567_1835	11	0.003968253968253968
568_1835	11	0.046296296296296294
569_1835	11	0.0049504950495049506
57_1821	11	0.13963963963963963
570_1833	11	0.021634615384615384
58_1823	11	0.0016233766233766235
581_1827	11	0.045454545454545456
582_1827	11	0.004032258064516129
583_1827	11	0.0020408163265306124
584_1827	11	0.047752808988764044
585_1827	11	0.010638297872340425
586_1827	11	0.007537688442211055
59_1823	11	0.007614213197969543
598_1834	11	0.003875968992248062
599_1835	11	0.0048543689320388345
6_1819	11	0.019230769230769232
600_1835	11	0.005124450951683748
601_1829	11	0.006493506493506494
602_1829	11	0.006024096385542169
61_1822	11	0.03531598513011153
612_1827	11	0.006756756756756757
615_1827	11	0.06712962962962964
62_1822	11	0.0011013215859030838
63_1823	11	0.01773049645390071
64_1823	11	0.0025906735751295338
65_1823	11	0.002407704654895666
66_1823	11	0.008620689655172414
67_1823	11	0.0016286644951140066
69_1825	11	0.007425742574257425
7_1819	11	0.017195767195767195
70_1825	11	0.00641025641025641
71_1825	11	0.02586206896551724
75_1821	11	0.004807692307692308
77_1821	11	0.02336448598130841
8_1820	11	0.001597444089456869
80_1824	11	0.00267379679144385
82_1824	11	0.15196078431372548
83_1824	11	0.0234375
84_1824	11	0.004098360655737705
85_1824	11	0.018229166666666668
86_1824	11	0.003816793893129771
87_1824	11	0.0022624434389140274
88_1824	11	0.007317073170731708
89_1824	11	0.035211267605633804
9_1820	11	0.008333333333333333
90_1825	11	0.008982035928143712
91_1825	11	0.005952380952380952
92_1826	11	0.0022624434389140274
93_1826	11	0.009615384615384616
94_1826	11	0.00684931506849315
95_1826	11	0.0029239766081871343
96_1826	11	0.06875
97_1824	11	0.0034965034965034965
98_1824	11	0.01152073732718894
99_1824	11	0.0063025210084033615
1_1818	12	0.02891156462585034
10_1820	12	0.005555555555555556
100_1825	12	0.004166666666666667
101_1825	12	0.011363636363636364
102_1825	12	0.013888888888888888
103_1825	12	0.012195121951219513
104_1825	12	0.04838709677419355
105_1826	12	0.033783783783783786
11_1820	12	0.003125
112_1824	12	0.03
113_1824	12	0.010869565217391304
114_1824	12	0.0046875
115_1824	12	0.006355932203389831
116_1824	12	0.03264604810996564
117_1827	12	0.01911764705882353
119_1826	12	0.008064516129032258
12_1820	12	0.018564356435643563
120_1826	12	0.023809523809523808
121_1826	12	0.011904761904761904
122_1824	12	0.006024096385542169
123_1824	12	0.14948453608247422
124_1824	12	0.0028735632183908046
127_1830	12	0.003968253968253968
128_1830	12	0.006493506493506494
129_1829	12	0.03869969040247678
13_1820	12	0.03459119496855346
130_1834	12	0.015625
131_1827	12	0.003067484662576687
132_1827	12	0.004545454545454545
133_1828	12	0.02717391304347826
134_1830	12	0.028846153846153848
135_1830	12	0.016129032258064516
136_1830	12	0.007692307692307693
137_1830	12	0.00980392156862745
138_1826	12	0.004464285714285714
139_1826	12	0.04035087719298246
14_1820	12	0.007042253521126761
142_1826	12	0.002242152466367713
143_1826	12	0.059322033898305086
146_1825	12	0.0063025210084033615
147_1825	12	0.034722222222222224
148_1825	12	0.003105590062111801
149_1825	12	0.02
15_1820	12	0.04128440366972477
150_1825	12	0.006097560975609756
152_1815	12	0.05456570155902005
154_1815	12	0.01440329218106996
155_1816	12	0.022163120567375887
156_1826	12	0.0029069767441860465
157_1826	12	0.008771929824561403
16_1820	12	0.01293103448275862
160_1826	12	0.05555555555555555
161_1826	12	0.011904761904761904
162_1815	12	0.002127659574468085
17_1821	12	0.05891238670694864
18_1821	12	0.004807692307692308
19_1822	12	0.010638297872340425
2_1821	12	0.01020408163265306
20_1822	12	0.030660377358490566
200_1816	12	0.003289473684210526
201_1816	12	0.06078767123287671
202_1816	12	0.014
205_1815	12	0.20614035087719298
206_1816	12	0.0030864197530864196
209_1818	12	0.0026041666666666665
21_1822	12	0.005
210_1818	12	0.07037037037037037
211_1818	12	0.018610421836228287
212_1820	12	0.01875
214_1824	12	0.015909090909090907
215_1824	12	0.005555555555555556
216_1815	12	0.09926470588235294
217_1829	12	0.004166666666666667
218_1829	12	0.07291666666666667
219_1829	12	0.05056179775280899
22_1823	12	0.0078125
220_1829	12	0.08823529411764706
221_1829	12	0.09198113207547169
222_1829	12	0.1821705426356589
224_1829	12	0.016129032258064516
226_1829	12	0.00684931506849315
227_1825	12	0.013447432762836185
228_1829	12	0.04310344827586207
229_1830	12	0.024271844660194174
23_1823	12	0.02556818181818182
230_1830	12	0.005376344086021506
232_1831	12	0.015625
236_1830	12	0.011904761904761904
239_1824	12	0.00663716814159292
24_1823	12	0.030405405405405407
240_1825	12	0.0036496350364963502
242_1825	12	0.039473684210526314
243_1825	12	0.0025380710659898475
245_1821	12	0.033185840707964605
248_1823	12	0.007177033492822967
249_1824	12	0.024886877828054297
25_1823	12	0.003355704697986577
250_1818	12	0.03333333333333333
251_1818	12	0.02763819095477387
252_1818	12	0.03125
253_1818	12	0.01065891472868217
254_1818	12	0.004464285714285714
255_1819	12	0.00980392156862745
256_1819	12	0.0031446540880503146
257_1819	12	0.21497584541062803
258_1819	12	0.0048543689320388345
259_1819	12	0.008823529411764706
26_1823	12	0.041666666666666664
260_1819	12	0.0024752475247524753
261_1820	12	0.04907161803713528
262_1820	12	0.01485148514851485
263_1820	12	0.006756756756756757
264_1820	12	0.005208333333333333
265_1820	12	0.00267379679144385
266_1820	12	0.002564102564102564
267_1820	12	0.06958762886597938
268_1820	12	0.0875
269_1820	12	0.008287292817679558
27_1823	12	0.10641399416909621
270_1820	12	0.1
271_1820	12	0.002717391304347826
272_1820	12	0.018072289156626505
273_1820	12	0.005813953488372093
274_1820	12	0.07195571955719557
275_1820	12	0.0043859649122807015
276_1821	12	0.0021645021645021645
277_1821	12	0.03488372093023256
278_1821	12	0.10377358490566038
279_1821	12	0.0012376237623762376
28_1823	12	0.07446808510638298
280_1821	12	0.06
281_1821	12	0.004885993485342019
282_1821	12	0.011904761904761904
283_1821	12	0.016129032258064516
284_1821	12	0.14227642276422764
285_1821	12	0.0023148148148148147
286_1821	12	0.018361581920903956
287_1821	12	0.008064516129032258
288_1821	12	0.004
289_1821	12	0.023809523809523808
29_1820	12	0.006578947368421052
290_1818	12	0.10611510791366907
291_1819	12	0.03720238095238095
292_1819	12	0.023809523809523808
293_1822	12	0.07740585774058577
294_1822	12	0.06435643564356436
295_1822	12	0.0023923444976076554
296_1822	12	0.016778523489932886
297_1822	12	0.05
298_1822	12	0.005154639175257732
299_1822	12	0.010067114093959731
3_1819	12	0.006426735218508998
30_1820	12	0.007692307692307693
300_1822	12	0.06428571428571428
301_1822	12	0.03723404255319149
302_1822	12	0.05665024630541872
303_1822	12	0.019553072625698324
304_1822	12	0.01764705882352941
305_1822	12	0.006024096385542169
306_1822	12	0.015957446808510637
307_1823	12	0.005016722408026756
308_1823	12	0.03787878787878788
309_1823	12	0.015358361774744027
31_1820	12	0.10365853658536585
310_1823	12	0.005434782608695652
311_1823	12	0.002688172043010753
312_1823	12	0.023809523809523808
313_1824	12	0.003472222222222222
314_1824	12	0.0018796992481203006
316_1831	12	6.501950585175553e-4
317_1831	12	0.008620689655172414
318_1831	12	0.013157894736842105
319_1831	12	0.005681818181818182
32_1820	12	0.044642857142857144
323_1831	12	0.02631578947368421
326_1827	12	0.0635593220338983
327_1835	12	0.0048543689320388345
328_1832	12	0.0641025641025641
329_1832	12	0.031914893617021274
33_1820	12	0.010416666666666666
330_1832	12	0.045454545454545456
331_1830	12	0.007352941176470588
332_1828	12	0.041666666666666664
333_1820	12	0.036585365853658534
334_1820	12	0.0078125
335_1820	12	0.00273224043715847
336_1825	12	0.0048543689320388345
337_1825	12	0.012711864406779662
338_1825	12	0.022727272727272728
339_1821	12	0.032563025210084036
34_1821	12	0.05188679245283019
341_1822	12	0.002403846153846154
343_1823	12	0.003105590062111801
344_1816	12	0.14854368932038836
345_1816	12	0.05719557195571956
346_1817	12	0.003246753246753247
347_1817	12	0.0028089887640449437
349_1817	12	0.0029069767441860465
35_1821	12	0.0023923444976076554
350_1817	12	0.0043859649122807015
351_1817	12	0.25498753117206985
352_1818	12	0.005813953488372093
353_1818	12	0.0032679738562091504
354_1818	12	0.03
355_1821	12	0.018229166666666668
356_1825	12	0.047979797979797977
357_1826	12	0.0021008403361344537
358_1827	12	0.01282051282051282
359_1829	12	0.022058823529411766
36_1821	12	0.02403846153846154
360_1831	12	0.06521739130434782
362_1830	12	0.011627906976744186
363_1831	12	0.0035460992907801418
364_1828	12	0.008333333333333333
365_1828	12	0.003067484662576687
366_1828	12	0.008928571428571428
367_1827	12	0.0020408163265306124
368_1827	12	0.0078125
369_1828	12	0.017970401691331923
37_1821	12	0.036585365853658534
370_1829	12	0.0125
371_1829	12	0.006493506493506494
373_1830	12	0.023809523809523808
374_1830	12	0.02976190476190476
375_1829	12	0.03048780487804878
376_1829	12	0.004310344827586207
377_1830	12	0.017241379310344827
378_1830	12	0.00423728813559322
379_1830	12	0.0047169811320754715
38_1821	12	0.007042253521126761
380_1830	12	0.005434782608695652
381_1830	12	0.14888888888888888
382_1830	12	0.015306122448979591
383_1825	12	0.025
386_1825	12	0.0030303030303030303
387_1826	12	0.005681818181818182
389_1826	12	0.004201680672268907
39_1821	12	0.009615384615384616
390_1826	12	0.011111111111111112
392_1826	12	0.11075949367088607
393_1826	12	0.021844660194174758
394_1826	12	0.08992805755395683
395_1830	12	0.007142857142857143
396_1830	12	0.07352941176470588
397_1825	12	0.02217741935483871
398_1831	12	0.03333333333333333
399_1831	12	0.043859649122807015
4_1819	12	0.010714285714285714
40_1822	12	0.00684931506849315
400_1832	12	0.05944055944055944
401_1832	12	0.005319148936170213
403_1833	12	0.004672897196261682
405_1833	12	0.005494505494505495
406_1833	12	0.004545454545454545
407_1833	12	0.0472972972972973
408_1833	12	0.005555555555555556
409_1827	12	0.03125
41_1822	12	0.041044776119402986
410_1834	12	0.011111111111111112
411_1834	12	0.010869565217391304
412_1834	12	0.022123893805309734
413_1834	12	0.04838709677419355
414_1834	12	0.010869565217391304
415_1834	12	0.024324324324324326
416_1834	12	0.003968253968253968
417_1834	12	0.022321428571428572
418_1834	12	0.004672897196261682
419_1834	12	0.00909090909090909
42_1822	12	0.006666666666666667
420_1827	12	0.07051282051282051
421_1835	12	0.0050200803212851405
422_1821	12	0.015021459227467811
423_1821	12	0.19751693002257337
424_1821	12	8.650519031141869e-4
425_1826	12	0.009615384615384616
426_1827	12	0.049107142857142856
428_1825	12	0.006276150627615063
429_1826	12	0.017985611510791366
43_1822	12	0.002617801047120419
430_1826	12	0.028688524590163935
431_1829	12	0.0048543689320388345
432_1830	12	0.007142857142857143
433_1821	12	0.013513513513513514
434_1830	12	0.17716535433070865
435_1830	12	0.02054794520547945
436_1830	12	0.0058823529411764705
437_1830	12	0.036741214057507986
438_1830	12	0.024305555555555556
439_1825	12	0.014705882352941176
44_1823	12	0.03929539295392954
440_1828	12	0.05319148936170213
441_1824	12	0.0025906735751295338
442_1825	12	0.007936507936507936
443_1826	12	0.022727272727272728
444_1826	12	0.054878048780487805
445_1826	12	0.02727272727272727
446_1827	12	0.0521978021978022
447_1827	12	0.00684931506849315
448_1827	12	0.0020161290322580645
449_1827	12	0.010869565217391304
45_1823	12	0.011278195488721804
450_1827	12	0.0859375
451_1829	12	0.04603463992707384
452_1829	12	0.0029940119760479044
453_1829	12	0.07142857142857142
454_1830	12	0.002232142857142857
455_1830	12	0.0028089887640449437
456_1831	12	0.045774647887323945
457_1830	12	0.009887005649717515
458_1822	12	0.005319148936170213
459_1822	12	0.03205128205128205
460_1822	12	0.0030303030303030303
461_1822	12	0.015789473684210527
462_1822	12	0.061274509803921566
463_1823	12	0.024509803921568627
464_1823	12	0.012295081967213115
465_1823	12	0.006097560975609756
466_1823	12	0.004166666666666667
467_1825	12	0.008771929824561403
47_1821	12	0.024344569288389514
49_1821	12	0.0032679738562091504
497_1827	12	0.013565891472868217
5_1819	12	0.004518072289156626
50_1822	12	0.005319148936170213
51_1822	12	0.047
516_1832	12	0.038461538461538464
517_1833	12	0.039923954372623575
53_1822	12	0.020061728395061727
55_1821	12	0.13125
56_1821	12	0.017857142857142856
564_1823	12	0.003125
567_1835	12	0.003968253968253968
568_1835	12	0.046296296296296294
569_1835	12	0.024752475247524754
57_1821	12	0.05855855855855856
570_1833	12	0.026442307692307692
58_1823	12	0.008116883116883116
581_1827	12	0.00909090909090909
582_1827	12	0.012096774193548387
583_1827	12	0.014285714285714285
584_1827	12	0.05898876404494382
585_1827	12	0.010638297872340425
586_1827	12	0.002512562814070352
59_1823	12	0.0025380710659898475
598_1834	12	0.01937984496124031
599_1835	12	0.0048543689320388345
6_1819	12	0.16025641025641027
600_1835	12	7.320644216691069e-4
601_1829	12	0.05844155844155844
602_1829	12	0.006024096385542169
61_1822	12	0.0055762081784386614
612_1827	12	0.006756756756756757
615_1827	12	0.11805555555555555
62_1822	12	0.007709251101321586
63_1823	12	0.010638297872340425
64_1823	12	0.02849740932642487
65_1823	12	8.025682182985554e-4
66_1823	12	0.01206896551724138
67_1823	12	0.0016286644951140066
69_1825	12	0.012376237623762377
7_1819	12	0.051587301587301584
70_1825	12	0.00641025641025641
71_1825	12	0.008620689655172414
75_1821	12	0.07211538461538461
77_1821	12	0.17289719626168223
8_1820	12	0.05910543130990415
80_1824	12	0.05614973262032086
82_1824	12	0.004901960784313725
83_1824	12	0.0078125
84_1824	12	0.028688524590163935
85_1824	12	0.028645833333333332
86_1824	12	0.13358778625954199
87_1824	12	0.0022624434389140274
88_1824	12	0.26097560975609757
89_1824	12	0.007042253521126761
9_1820	12	0.025
90_1825	12	0.04491017964071856
91_1825	12	0.02976190476190476
92_1826	12	0.01583710407239819
93_1826	12	0.009615384615384616
94_1826	12	0.00684931506849315
95_1826	12	0.038011695906432746
96_1826	12	0.04375
97_1824	12	0.017482517482517484
98_1824	12	0.002304147465437788
99_1824	12	0.0273109243697479
1_1818	13	0.025510204081632654
10_1820	13	0.005555555555555556
100_1825	13	0.07916666666666666
101_1825	13	0.19318181818181818
102_1825	13	0.013888888888888888
103_1825	13	0.13414634146341464
104_1825	13	0.11290322580645161
105_1826	13	0.30405405405405406
11_1820	13	0.028125
112_1824	13	0.11
113_1824	13	0.010869565217391304
114_1824	13	0.0109375
115_1824	13	0.09533898305084745
116_1824	13	0.04639175257731959
117_1827	13	0.007352941176470588
119_1826	13	0.024193548387096774
12_1820	13	0.018564356435643563
120_1826	13	0.05411255411255411
121_1826	13	0.05952380952380952
122_1824	13	0.006024096385542169
123_1824	13	0.015463917525773196
124_1824	13	0.08908045977011494
127_1830	13	0.03571428571428571
128_1830	13	0.05844155844155844
129_1829	13	0.032507739938080496
13_1820	13	0.0031446540880503146
130_1834	13	0.078125
131_1827	13	0.015337423312883436
132_1827	13	0.05909090909090909
133_1828	13	0.23369565217391305
134_1830	13	0.04807692307692308
135_1830	13	0.08064516129032258
136_1830	13	0.007692307692307693
137_1830	13	0.029411764705882353
138_1826	13	0.013392857142857142
139_1826	13	0.043859649122807015
14_1820	13	0.1056338028169014
142_1826	13	0.09641255605381166
143_1826	13	0.00847457627118644
146_1825	13	0.04831932773109244
147_1825	13	0.0763888888888889
148_1825	13	0.027950310559006212
149_1825	13	0.006666666666666667
15_1820	13	0.022935779816513763
150_1825	13	0.042682926829268296
152_1815	13	0.014476614699331848
154_1815	13	0.02263374485596708
155_1816	13	0.06648936170212766
156_1826	13	0.23546511627906977
157_1826	13	0.008771929824561403
16_1820	13	0.10775862068965517
160_1826	13	0.011111111111111112
161_1826	13	0.08333333333333333
162_1815	13	0.10851063829787234
17_1821	13	0.004531722054380665
18_1821	13	0.004807692307692308
19_1822	13	0.010638297872340425
2_1821	13	0.003401360544217687
20_1822	13	0.125
200_1816	13	0.003289473684210526
201_1816	13	0.004280821917808219
202_1816	13	0.07
205_1815	13	0.021929824561403508
206_1816	13	0.10185185185185185
209_1818	13	0.09635416666666667
21_1822	13	0.075
210_1818	13	0.05555555555555555
211_1818	13	0.06575682382133995
212_1820	13	0.08125
214_1824	13	0.17045454545454544
215_1824	13	0.09444444444444444
216_1815	13	0.24632352941176472
217_1829	13	0.04583333333333333
218_1829	13	0.09375
219_1829	13	0.016853932584269662
22_1823	13	0.1171875
220_1829	13	0.20588235294117646
221_1829	13	0.025943396226415096
222_1829	13	0.07364341085271318
224_1829	13	0.11290322580645161
226_1829	13	0.00684931506849315
227_1825	13	0.12836185819070906
228_1829	13	0.02586206896551724
229_1830	13	0.0048543689320388345
23_1823	13	0.05397727272727273
230_1830	13	0.14516129032258066
232_1831	13	0.04241071428571429
236_1830	13	0.03571428571428571
239_1824	13	0.0420353982300885
24_1823	13	0.0033783783783783786
240_1825	13	0.0036496350364963502
242_1825	13	0.14473684210526316
243_1825	13	0.027918781725888325
245_1821	13	0.024336283185840708
248_1823	13	0.0023923444976076554
249_1824	13	0.029411764705882353
25_1823	13	0.02348993288590604
250_1818	13	0.04285714285714286
251_1818	13	0.002512562814070352
252_1818	13	0.004464285714285714
253_1818	13	0.12112403100775193
254_1818	13	0.14732142857142858
255_1819	13	0.18627450980392157
256_1819	13	0.009433962264150943
257_1819	13	0.026570048309178744
258_1819	13	0.06634304207119741
259_1819	13	0.008823529411764706
26_1823	13	0.041666666666666664
260_1819	13	0.04207920792079208
261_1820	13	0.0623342175066313
262_1820	13	0.024752475247524754
263_1820	13	0.02027027027027027
264_1820	13	0.08854166666666667
265_1820	13	0.02406417112299465
266_1820	13	0.002564102564102564
267_1820	13	0.03865979381443299
268_1820	13	0.026785714285714284
269_1820	13	0.0856353591160221
27_1823	13	0.17346938775510204
270_1820	13	0.076
271_1820	13	0.002717391304347826
272_1820	13	0.0783132530120482
273_1820	13	0.005813953488372093
274_1820	13	0.03874538745387454
275_1820	13	0.16228070175438597
276_1821	13	0.13636363636363635
277_1821	13	0.003875968992248062
278_1821	13	0.03459119496855346
279_1821	13	0.07797029702970297
28_1823	13	0.010638297872340425
280_1821	13	0.02
281_1821	13	0.0016286644951140066
282_1821	13	0.003968253968253968
283_1821	13	0.005376344086021506
284_1821	13	0.0040650406504065045
285_1821	13	0.006944444444444444
286_1821	13	0.0014124293785310734
287_1821	13	0.04032258064516129
288_1821	13	0.004
289_1821	13	0.11375661375661375
29_1820	13	0.019736842105263157
290_1818	13	0.012589928057553957
291_1819	13	0.15625
292_1819	13	0.08241758241758242
293_1822	13	0.07322175732217573
294_1822	13	0.0049504950495049506
295_1822	13	0.02631578947368421
296_1822	13	0.010067114093959731
297_1822	13	0.007142857142857143
298_1822	13	0.05670103092783505
299_1822	13	0.1174496644295302
3_1819	13	0.09383033419023136
30_1820	13	0.007692307692307693
300_1822	13	0.007142857142857143
301_1822	13	0.015957446808510637
302_1822	13	0.012315270935960592
303_1822	13	0.002793296089385475
304_1822	13	0.041176470588235294
305_1822	13	0.006024096385542169
306_1822	13	0.21808510638297873
307_1823	13	0.07190635451505016
308_1823	13	0.0025252525252525255
309_1823	13	0.295221843003413
31_1820	13	0.006097560975609756
310_1823	13	0.02717391304347826
311_1823	13	0.013440860215053764
312_1823	13	0.24149659863945577
313_1824	13	0.010416666666666666
314_1824	13	0.016917293233082706
316_1831	13	0.03315994798439532
317_1831	13	0.008620689655172414
318_1831	13	0.06578947368421052
319_1831	13	0.0625
32_1820	13	0.026785714285714284
323_1831	13	0.008771929824561403
326_1827	13	0.029661016949152543
327_1835	13	0.014563106796116505
328_1832	13	0.11538461538461539
329_1832	13	0.07446808510638298
33_1820	13	0.010416666666666666
330_1832	13	0.015151515151515152
331_1830	13	0.03676470588235294
332_1828	13	0.060897435897435896
333_1820	13	0.012195121951219513
334_1820	13	0.0546875
335_1820	13	0.03551912568306011
336_1825	13	0.03398058252427184
337_1825	13	0.18220338983050846
338_1825	13	0.06818181818181818
339_1821	13	0.04936974789915966
34_1821	13	0.05188679245283019
341_1822	13	0.002403846153846154
343_1823	13	0.009316770186335404
344_1816	13	9.70873786407767e-4
345_1816	13	0.02029520295202952
346_1817	13	0.03571428571428571
347_1817	13	0.008426966292134831
349_1817	13	0.07267441860465117
35_1821	13	0.03110047846889952
350_1817	13	0.11842105263157894
351_1817	13	0.004364089775561097
352_1818	13	0.19186046511627908
353_1818	13	0.08823529411764706
354_1818	13	0.01
355_1821	13	0.0546875
356_1825	13	0.07828282828282829
357_1826	13	0.0021008403361344537
358_1827	13	0.0641025641025641
359_1829	13	0.11029411764705882
36_1821	13	0.004807692307692308
360_1831	13	0.030434782608695653
362_1830	13	0.011627906976744186
363_1831	13	0.0035460992907801418
364_1828	13	0.058333333333333334
365_1828	13	0.003067484662576687
366_1828	13	0.25892857142857145
367_1827	13	0.0020408163265306124
368_1827	13	0.0078125
369_1828	13	0.009513742071881607
37_1821	13	0.012195121951219513
370_1829	13	0.0375
371_1829	13	0.08441558441558442
373_1830	13	0.03333333333333333
374_1830	13	0.06547619047619048
375_1829	13	0.03048780487804878
376_1829	13	0.15086206896551724
377_1830	13	0.03793103448275862
378_1830	13	0.00423728813559322
379_1830	13	0.09905660377358491
38_1821	13	0.07746478873239436
380_1830	13	0.005434782608695652
381_1830	13	0.07333333333333333
382_1830	13	0.015306122448979591
383_1825	13	0.0035714285714285713
386_1825	13	0.0030303030303030303
387_1826	13	0.005681818181818182
389_1826	13	0.1134453781512605
39_1821	13	0.04807692307692308
390_1826	13	0.07777777777777778
392_1826	13	0.16772151898734178
393_1826	13	0.12864077669902912
394_1826	13	0.26258992805755393
395_1830	13	0.03571428571428571
396_1830	13	0.09313725490196079
397_1825	13	0.02620967741935484
398_1831	13	0.07777777777777778
399_1831	13	0.20175438596491227
4_1819	13	0.010714285714285714
40_1822	13	0.19863013698630136
400_1832	13	0.07342657342657342
401_1832	13	0.14361702127659576
403_1833	13	0.004672897196261682
405_1833	13	0.005494505494505495
406_1833	13	0.06818181818181818
407_1833	13	0.10135135135135136
408_1833	13	0.03888888888888889
409_1827	13	0.08125
41_1822	13	0.1455223880597015
410_1834	13	0.1
411_1834	13	0.09782608695652174
412_1834	13	0.004424778761061947
413_1834	13	0.34946236559139787
414_1834	13	0.08333333333333333
415_1834	13	0.03513513513513514
416_1834	13	0.003968253968253968
417_1834	13	0.26339285714285715
418_1834	13	0.004672897196261682
419_1834	13	0.22727272727272727
42_1822	13	0.028888888888888888
420_1827	13	0.019230769230769232
421_1835	13	0.03112449799196787
422_1821	13	0.002145922746781116
423_1821	13	0.001128668171557562
