document	topic	gamma
447_1827	5	0.00684931506849315
448_1827	5	0.006048387096774193
449_1827	5	0.05434782608695652
45_1823	5	0.03383458646616541
450_1827	5	0.1640625
451_1829	5	4.5578851412944393e-4
452_1829	5	0.0029940119760479044
453_1829	5	0.014285714285714285
454_1830	5	0.05580357142857143
455_1830	5	0.019662921348314606
456_1831	5	0.0035211267605633804
457_1830	5	0.03248587570621469
458_1822	5	0.005319148936170213
459_1822	5	0.00641025641025641
460_1822	5	0.00909090909090909
461_1822	5	0.2578947368421053
462_1822	5	0.03676470588235294
463_1823	5	0.08333333333333333
464_1823	5	0.004098360655737705
465_1823	5	0.054878048780487805
466_1823	5	0.12083333333333333
467_1825	5	0.23684210526315788
47_1821	5	0.013108614232209739
49_1821	5	0.21895424836601307
497_1827	5	0.02131782945736434
5_1819	5	0.016566265060240965
50_1822	5	0.015957446808510637
51_1822	5	0.019
516_1832	5	0.11538461538461539
517_1833	5	0.08935361216730038
53_1822	5	0.08796296296296297
55_1821	5	0.46875
56_1821	5	0.03214285714285714
564_1823	5	0.009375
567_1835	5	0.0992063492063492
568_1835	5	0.06481481481481481
569_1835	5	0.024752475247524754
57_1821	5	0.08558558558558559
570_1833	5	0.002403846153846154
58_1823	5	0.008116883116883116
581_1827	5	0.1
582_1827	5	0.004032258064516129
583_1827	5	0.0020408163265306124
584_1827	5	0.12078651685393259
585_1827	5	0.11702127659574468
586_1827	5	0.002512562814070352
59_1823	5	0.10406091370558376
598_1834	5	0.04263565891472868
599_1835	5	0.05339805825242718
6_1819	5	0.07051282051282051
600_1835	5	7.320644216691069e-4
601_1829	5	0.11038961038961038
602_1829	5	0.35542168674698793
61_1822	5	0.024163568773234202
612_1827	5	0.006756756756756757
615_1827	5	0.0023148148148148147
62_1822	5	0.0011013215859030838
63_1823	5	0.0035460992907801418
64_1823	5	0.08549222797927461
65_1823	5	0.06019261637239166
66_1823	5	0.12931034482758622
67_1823	5	0.09283387622149837
69_1825	5	0.15594059405940594
7_1819	5	0.0013227513227513227
70_1825	5	0.057692307692307696
71_1825	5	0.008620689655172414
75_1821	5	0.014423076923076924
77_1821	5	0.004672897196261682
8_1820	5	0.001597444089456869
80_1824	5	0.15775401069518716
82_1824	5	0.004901960784313725
83_1824	5	0.1484375
84_1824	5	0.020491803278688523
85_1824	5	0.033854166666666664
86_1824	5	0.1183206106870229
87_1824	5	0.038461538461538464
88_1824	5	0.0024390243902439024
89_1824	5	0.14788732394366197
9_1820	5	0.008333333333333333
90_1825	5	0.04491017964071856
91_1825	5	0.07738095238095238
92_1826	5	0.024886877828054297
93_1826	5	0.04807692307692308
94_1826	5	0.00684931506849315
95_1826	5	0.0029239766081871343
96_1826	5	0.05625
97_1824	5	0.21328671328671328
98_1824	5	0.01152073732718894
99_1824	5	0.14495798319327732
1_1818	6	0.0017006802721088435
10_1820	6	0.005555555555555556
100_1825	6	0.12916666666666668
101_1825	6	0.07954545454545454
102_1825	6	0.041666666666666664
103_1825	6	0.23170731707317074
104_1825	6	0.04838709677419355
105_1826	6	0.0472972972972973
11_1820	6	0.090625
112_1824	6	0.01
113_1824	6	0.010869565217391304
114_1824	6	0.0296875
115_1824	6	0.048728813559322036
116_1824	6	0.001718213058419244
117_1827	6	0.16029411764705884
119_1826	6	0.07258064516129033
12_1820	6	0.006188118811881188
120_1826	6	0.006493506493506494
121_1826	6	0.17857142857142858
122_1824	6	0.006024096385542169
123_1824	6	0.08762886597938144
124_1824	6	0.020114942528735632
127_1830	6	0.01984126984126984
128_1830	6	0.006493506493506494
129_1829	6	0.007739938080495356
13_1820	6	0.02830188679245283
130_1834	6	0.015625
131_1827	6	0.12576687116564417
132_1827	6	0.09545454545454546
133_1828	6	0.07065217391304347
134_1830	6	0.028846153846153848
135_1830	6	0.016129032258064516
136_1830	6	0.007692307692307693
137_1830	6	0.049019607843137254
138_1826	6	0.06696428571428571
139_1826	6	0.02982456140350877
14_1820	6	0.007042253521126761
142_1826	6	0.02466367713004484
143_1826	6	0.09322033898305085
146_1825	6	0.014705882352941176
147_1825	6	0.24305555555555555
148_1825	6	0.034161490683229816
149_1825	6	0.11333333333333333
15_1820	6	0.0045871559633027525
150_1825	6	0.006097560975609756
152_1815	6	0.01670378619153675
154_1815	6	0.1831275720164609
155_1816	6	0.0026595744680851063
156_1826	6	0.02616279069767442
157_1826	6	0.23684210526315788
16_1820	6	0.004310344827586207
160_1826	6	0.05555555555555555
161_1826	6	0.011904761904761904
162_1815	6	0.22340425531914893
17_1821	6	0.019637462235649546
18_1821	6	0.004807692307692308
19_1822	6	0.07446808510638298
2_1821	6	0.01020408163265306
20_1822	6	0.049528301886792456
200_1816	6	0.009868421052631578
201_1816	6	0.0351027397260274
202_1816	6	0.03
205_1815	6	0.05701754385964912
206_1816	6	0.046296296296296294
209_1818	6	0.09114583333333333
21_1822	6	0.005
210_1818	6	0.025925925925925925
211_1818	6	0.028535980148883373
212_1820	6	0.0020833333333333333
214_1824	6	0.0022727272727272726
215_1824	6	0.005555555555555556
216_1815	6	0.003676470588235294
217_1829	6	0.004166666666666667
218_1829	6	0.010416666666666666
219_1829	6	0.016853932584269662
22_1823	6	0.0078125
220_1829	6	0.06862745098039216
221_1829	6	0.0023584905660377358
222_1829	6	0.003875968992248062
224_1829	6	0.11290322580645161
226_1829	6	0.04794520547945205
227_1825	6	0.11124694376528117
228_1829	6	0.008620689655172414
229_1830	6	0.06310679611650485
23_1823	6	0.002840909090909091
230_1830	6	0.12365591397849462
232_1831	6	0.015625
236_1830	6	0.03571428571428571
239_1824	6	0.024336283185840708
24_1823	6	0.0033783783783783786
240_1825	6	0.0036496350364963502
242_1825	6	0.06578947368421052
243_1825	6	0.007614213197969543
245_1821	6	0.05088495575221239
248_1823	6	0.007177033492822967
249_1824	6	0.06108597285067873
25_1823	6	0.08389261744966443
250_1818	6	0.004761904761904762
251_1818	6	0.3844221105527638
252_1818	6	0.18303571428571427
253_1818	6	0.061046511627906974
254_1818	6	0.004464285714285714
255_1819	6	0.10784313725490197
256_1819	6	0.0031446540880503146
257_1819	6	0.012077294685990338
258_1819	6	0.14724919093851133
259_1819	6	0.0029411764705882353
26_1823	6	0.041666666666666664
260_1819	6	0.08663366336633663
261_1820	6	0.003978779840848806
262_1820	6	0.20297029702970298
263_1820	6	0.0472972972972973
264_1820	6	0.005208333333333333
265_1820	6	0.01871657754010695
266_1820	6	0.05897435897435897
267_1820	6	0.002577319587628866
268_1820	6	0.0125
269_1820	6	0.0027624309392265192
27_1823	6	0.0014577259475218659
270_1820	6	0.124
271_1820	6	0.08967391304347826
272_1820	6	0.15060240963855423
273_1820	6	0.12209302325581395
274_1820	6	0.005535055350553505
275_1820	6	0.11842105263157894
276_1821	6	0.08008658008658008
277_1821	6	0.06589147286821706
278_1821	6	0.0031446540880503146
279_1821	6	0.0012376237623762376
28_1823	6	0.031914893617021274
280_1821	6	0.006666666666666667
281_1821	6	0.0016286644951140066
282_1821	6	0.01984126984126984
283_1821	6	0.005376344086021506
284_1821	6	0.012195121951219513
285_1821	6	0.006944444444444444
286_1821	6	0.038135593220338986
287_1821	6	0.0456989247311828
288_1821	6	0.036
289_1821	6	0.007936507936507936
29_1820	6	0.006578947368421052
290_1818	6	0.13489208633093525
291_1819	6	0.03125
292_1819	6	0.027472527472527472
293_1822	6	0.010460251046025104
294_1822	6	0.06435643564356436
295_1822	6	0.011961722488038277
296_1822	6	0.1040268456375839
297_1822	6	0.05
298_1822	6	0.06701030927835051
299_1822	6	0.003355704697986577
3_1819	6	0.0012853470437017994
30_1820	6	0.05384615384615385
300_1822	6	0.007142857142857143
301_1822	6	0.005319148936170213
302_1822	6	0.012315270935960592
303_1822	6	0.08659217877094973
304_1822	6	0.06470588235294118
305_1822	6	0.1144578313253012
306_1822	6	0.06914893617021277
307_1823	6	0.04180602006688963
308_1823	6	0.0025252525252525255
309_1823	6	0.1075085324232082
31_1820	6	0.03048780487804878
310_1823	6	0.266304347826087
311_1823	6	0.0456989247311828
312_1823	6	0.017006802721088437
313_1824	6	0.024305555555555556
314_1824	6	0.005639097744360902
316_1831	6	6.501950585175553e-4
317_1831	6	0.008620689655172414
318_1831	6	0.013157894736842105
319_1831	6	0.30113636363636365
32_1820	6	0.008928571428571428
323_1831	6	0.02631578947368421
326_1827	6	0.00423728813559322
327_1835	6	0.024271844660194174
328_1832	6	0.01282051282051282
329_1832	6	0.13829787234042554
33_1820	6	0.010416666666666666
330_1832	6	0.07575757575757576
331_1830	6	0.125
332_1828	6	0.003205128205128205
333_1820	6	0.12601626016260162
334_1820	6	0.0078125
335_1820	6	0.01912568306010929
336_1825	6	0.0048543689320388345
337_1825	6	0.05508474576271186
338_1825	6	0.022727272727272728
339_1821	6	0.007352941176470588
34_1821	6	0.0047169811320754715
341_1822	6	0.007211538461538462
343_1823	6	0.034161490683229816
344_1816	6	0.008737864077669903
345_1816	6	0.005535055350553505
346_1817	6	0.1396103896103896
347_1817	6	0.025280898876404494
349_1817	6	0.020348837209302327
35_1821	6	0.20334928229665072
350_1817	6	0.021929824561403508
351_1817	6	0.004364089775561097
352_1818	6	0.005813953488372093
353_1818	6	0.23202614379084968
354_1818	6	0.046
355_1821	6	0.3307291666666667
356_1825	6	0.007575757575757576
357_1826	6	0.0273109243697479
358_1827	6	0.14102564102564102
359_1829	6	0.16911764705882354
36_1821	6	0.014423076923076924
360_1831	6	0.030434782608695653
362_1830	6	0.05813953488372093
363_1831	6	0.0035460992907801418
364_1828	6	0.008333333333333333
365_1828	6	0.003067484662576687
366_1828	6	0.008928571428571428
367_1827	6	0.0020408163265306124
368_1827	6	0.1640625
369_1828	6	0.011627906976744186
37_1821	6	0.0040650406504065045
370_1829	6	0.1375
371_1829	6	0.12337662337662338
373_1830	6	0.023809523809523808
374_1830	6	0.005952380952380952
375_1829	6	0.018292682926829267
376_1829	6	0.004310344827586207
377_1830	6	0.27241379310344827
378_1830	6	0.00423728813559322
379_1830	6	0.22169811320754718
38_1821	6	0.02112676056338028
380_1830	6	0.15760869565217392
381_1830	6	0.015555555555555555
382_1830	6	0.12755102040816327
383_1825	6	0.010714285714285714
386_1825	6	0.0030303030303030303
387_1826	6	0.08522727272727272
389_1826	6	0.012605042016806723
39_1821	6	0.009615384615384616
390_1826	6	0.011111111111111112
392_1826	6	0.06645569620253164
393_1826	6	0.09951456310679611
394_1826	6	0.08273381294964029
395_1830	6	0.12142857142857143
396_1830	6	0.024509803921568627
397_1825	6	0.18346774193548387
398_1831	6	0.011111111111111112
399_1831	6	0.008771929824561403
4_1819	6	0.18928571428571428
40_1822	6	0.02054794520547945
400_1832	6	0.10839160839160839
401_1832	6	0.005319148936170213
403_1833	6	0.014018691588785047
405_1833	6	0.027472527472527472
406_1833	6	0.10454545454545454
407_1833	6	0.18243243243243243
408_1833	6	0.09444444444444444
409_1827	6	0.00625
41_1822	6	0.11567164179104478
410_1834	6	0.12222222222222222
411_1834	6	0.010869565217391304
412_1834	6	0.030973451327433628
413_1834	6	0.1881720430107527
414_1834	6	0.4528985507246377
415_1834	6	0.04594594594594595
416_1834	6	0.15476190476190477
417_1834	6	0.05803571428571429
418_1834	6	0.04205607476635514
419_1834	6	0.4636363636363636
42_1822	6	0.11333333333333333
420_1827	6	0.057692307692307696
421_1835	6	0.05923694779116466
422_1821	6	0.002145922746781116
423_1821	6	0.001128668171557562
424_1821	6	0.009515570934256055
425_1826	6	0.013461538461538462
426_1827	6	0.004464285714285714
428_1825	6	0.02301255230125523
429_1826	6	0.025179856115107913
43_1822	6	0.2591623036649215
430_1826	6	0.004098360655737705
431_1829	6	0.06310679611650485
432_1830	6	0.02142857142857143
433_1821	6	0.013513513513513514
434_1830	6	0.051181102362204724
435_1830	6	0.00684931506849315
436_1830	6	0.28823529411764703
437_1830	6	0.001597444089456869
438_1830	6	0.059027777777777776
439_1825	6	0.008823529411764706
44_1823	6	0.0013550135501355014
440_1828	6	0.031914893617021274
441_1824	6	0.0025906735751295338
442_1825	6	0.007936507936507936
443_1826	6	0.031818181818181815
444_1826	6	0.006097560975609756
445_1826	6	0.1
446_1827	6	0.0027472527472527475
447_1827	6	0.00684931506849315
448_1827	6	0.02620967741935484
449_1827	6	0.05434782608695652
45_1823	6	0.0037593984962406013
450_1827	6	0.0234375
451_1829	6	4.5578851412944393e-4
452_1829	6	0.0029940119760479044
453_1829	6	0.04285714285714286
454_1830	6	0.011160714285714286
455_1830	6	0.014044943820224719
456_1831	6	0.0035211267605633804
457_1830	6	0.0014124293785310734
458_1822	6	0.047872340425531915
459_1822	6	0.17307692307692307
460_1822	6	0.06363636363636363
461_1822	6	0.18421052631578946
462_1822	6	0.11029411764705882
463_1823	6	0.12254901960784313
464_1823	6	0.004098360655737705
465_1823	6	0.03048780487804878
466_1823	6	0.14583333333333334
467_1825	6	0.02631578947368421
47_1821	6	0.0018726591760299626
49_1821	6	0.049019607843137254
497_1827	6	0.06395348837209303
5_1819	6	0.004518072289156626
50_1822	6	0.0797872340425532
51_1822	6	0.001
516_1832	6	0.08461538461538462
517_1833	6	0.017110266159695818
53_1822	6	0.08796296296296297
55_1821	6	0.04375
56_1821	6	0.0035714285714285713
564_1823	6	0.128125
567_1835	6	0.003968253968253968
568_1835	6	0.19444444444444445
569_1835	6	0.0049504950495049506
57_1821	6	0.013513513513513514
570_1833	6	0.002403846153846154
58_1823	6	0.008116883116883116
581_1827	6	0.00909090909090909
582_1827	6	0.06854838709677419
583_1827	6	0.014285714285714285
584_1827	6	0.014044943820224719
585_1827	6	0.031914893617021274
586_1827	6	0.03768844221105527
59_1823	6	0.06345177664974619
598_1834	6	0.050387596899224806
599_1835	6	0.014563106796116505
6_1819	6	0.019230769230769232
600_1835	6	0.012445095168374817
601_1829	6	0.11038961038961038
602_1829	6	0.006024096385542169
61_1822	6	0.0018587360594795538
612_1827	6	0.1554054054054054
615_1827	6	0.03009259259259259
62_1822	6	0.009911894273127754
63_1823	6	0.03900709219858156
64_1823	6	0.0025906735751295338
65_1823	6	0.036115569823434994
66_1823	6	0.039655172413793106
67_1823	6	0.0016286644951140066
69_1825	6	0.0024752475247524753
7_1819	6	0.003968253968253968
70_1825	6	0.03205128205128205
71_1825	6	0.12931034482758622
75_1821	6	0.20673076923076922
77_1821	6	0.004672897196261682
8_1820	6	0.027156549520766772
80_1824	6	0.01871657754010695
82_1824	6	0.024509803921568627
83_1824	6	0.0546875
84_1824	6	0.028688524590163935
85_1824	6	0.0546875
86_1824	6	0.003816793893129771
87_1824	6	0.006787330316742082
88_1824	6	0.0024390243902439024
89_1824	6	0.007042253521126761
9_1820	6	0.225
90_1825	6	0.008982035928143712
91_1825	6	0.02976190476190476
92_1826	6	0.0022624434389140274
93_1826	6	0.14423076923076922
94_1826	6	0.07534246575342465
95_1826	6	0.038011695906432746
96_1826	6	0.04375
97_1824	6	0.06643356643356643
98_1824	6	0.1175115207373272
99_1824	6	0.01050420168067227
1_1818	7	0.20238095238095238
10_1820	7	0.005555555555555556
100_1825	7	0.004166666666666667
101_1825	7	0.011363636363636364
102_1825	7	0.013888888888888888
103_1825	7	0.012195121951219513
104_1825	7	0.016129032258064516
105_1826	7	0.006756756756756757
11_1820	7	0.034375
112_1824	7	0.01
113_1824	7	0.010869565217391304
114_1824	7	0.0015625
115_1824	7	0.04025423728813559
116_1824	7	0.07388316151202749
117_1827	7	0.01911764705882353
119_1826	7	0.008064516129032258
12_1820	7	0.0012376237623762376
120_1826	7	0.006493506493506494
121_1826	7	0.011904761904761904
122_1824	7	0.018072289156626505
123_1824	7	0.03608247422680412
124_1824	7	0.008620689655172414
127_1830	7	0.011904761904761904
128_1830	7	0.006493506493506494
129_1829	7	0.010835913312693499
13_1820	7	0.0220125786163522
130_1834	7	0.015625
131_1827	7	0.009202453987730062
132_1827	7	0.004545454545454545
133_1828	7	0.016304347826086956
134_1830	7	0.009615384615384616
135_1830	7	0.04838709677419355
136_1830	7	0.06923076923076923
137_1830	7	0.00980392156862745
138_1826	7	0.14732142857142858
139_1826	7	0.2789473684210526
14_1820	7	0.007042253521126761
142_1826	7	0.1591928251121076
143_1826	7	0.059322033898305086
146_1825	7	0.1407563025210084
147_1825	7	0.020833333333333332
148_1825	7	0.003105590062111801
149_1825	7	0.006666666666666667
15_1820	7	0.12385321100917432
150_1825	7	0.09146341463414634
152_1815	7	0.2973273942093541
154_1815	7	0.0102880658436214
155_1816	7	0.0700354609929078
156_1826	7	0.055232558139534885
157_1826	7	0.008771929824561403
16_1820	7	0.021551724137931036
160_1826	7	0.011111111111111112
161_1826	7	0.011904761904761904
162_1815	7	0.002127659574468085
17_1821	7	0.0377643504531722
18_1821	7	0.004807692307692308
19_1822	7	0.010638297872340425
2_1821	7	0.003401360544217687
20_1822	7	0.01650943396226415
200_1816	7	0.023026315789473683
201_1816	7	0.09674657534246575
202_1816	7	0.13
205_1815	7	0.10087719298245613
206_1816	7	0.021604938271604937
209_1818	7	0.0078125
21_1822	7	0.005
210_1818	7	0.003703703703703704
211_1818	7	0.0012406947890818859
212_1820	7	0.06041666666666667
214_1824	7	0.015909090909090907
215_1824	7	0.016666666666666666
216_1815	7	0.025735294117647058
217_1829	7	0.09583333333333334
218_1829	7	0.13541666666666666
219_1829	7	0.3651685393258427
22_1823	7	0.0078125
220_1829	7	0.00980392156862745
221_1829	7	0.04009433962264151
222_1829	7	0.011627906976744186
224_1829	7	0.016129032258064516
226_1829	7	0.03424657534246575
227_1825	7	0.0012224938875305623
228_1829	7	0.11206896551724138
229_1830	7	0.0048543689320388345
23_1823	7	0.014204545454545454
230_1830	7	0.016129032258064516
232_1831	7	0.024553571428571428
236_1830	7	0.011904761904761904
239_1824	7	0.0022123893805309734
24_1823	7	0.0033783783783783786
240_1825	7	0.032846715328467155
242_1825	7	0.013157894736842105
243_1825	7	0.13959390862944163
245_1821	7	0.10398230088495575
248_1823	7	0.0023923444976076554
249_1824	7	0.10180995475113122
25_1823	7	0.003355704697986577
250_1818	7	0.319047619047619
251_1818	7	0.007537688442211055
252_1818	7	0.004464285714285714
253_1818	7	0.035852713178294575
254_1818	7	0.022321428571428572
255_1819	7	0.00980392156862745
256_1819	7	0.03459119496855346
257_1819	7	0.1956521739130435
258_1819	7	0.0016181229773462784
259_1819	7	0.020588235294117647
26_1823	7	0.008333333333333333
260_1819	7	0.05693069306930693
261_1820	7	0.001326259946949602
262_1820	7	0.034653465346534656
263_1820	7	0.02027027027027027
264_1820	7	0.005208333333333333
265_1820	7	0.07754010695187166
266_1820	7	0.07948717948717948
267_1820	7	0.01288659793814433
268_1820	7	0.2767857142857143
269_1820	7	0.0027624309392265192
27_1823	7	0.1793002915451895
270_1820	7	0.124
271_1820	7	0.002717391304347826
272_1820	7	0.006024096385542169
273_1820	7	0.0755813953488372
274_1820	7	0.06826568265682657
275_1820	7	0.013157894736842105
276_1821	7	0.049783549783549784
277_1821	7	0.003875968992248062
278_1821	7	0.0031446540880503146
279_1821	7	0.04084158415841584
28_1823	7	0.010638297872340425
280_1821	7	0.02
281_1821	7	0.03745928338762215
282_1821	7	0.003968253968253968
283_1821	7	0.005376344086021506
284_1821	7	0.036585365853658534
285_1821	7	0.0023148148148148147
286_1821	7	0.23587570621468926
287_1821	7	0.002688172043010753
288_1821	7	0.052
289_1821	7	0.20899470899470898
29_1820	7	0.019736842105263157
290_1818	7	0.0017985611510791368
291_1819	7	0.001488095238095238
292_1819	7	0.038461538461538464
293_1822	7	0.27824267782426776
294_1822	7	0.01485148514851485
295_1822	7	0.02631578947368421
296_1822	7	0.010067114093959731
297_1822	7	0.007142857142857143
298_1822	7	0.03608247422680412
299_1822	7	0.1174496644295302
3_1819	7	0.09640102827763496
30_1820	7	0.023076923076923078
300_1822	7	0.007142857142857143
301_1822	7	0.005319148936170213
302_1822	7	0.3916256157635468
303_1822	7	0.19832402234636873
304_1822	7	0.07647058823529412
305_1822	7	0.006024096385542169
306_1822	7	0.015957446808510637
307_1823	7	0.005016722408026756
308_1823	7	0.14393939393939395
309_1823	7	0.005119453924914676
31_1820	7	0.006097560975609756
310_1823	7	0.005434782608695652
311_1823	7	0.002688172043010753
312_1823	7	0.017006802721088437
313_1824	7	0.003472222222222222
314_1824	7	0.09210526315789473
316_1831	7	0.11638491547464239
317_1831	7	0.008620689655172414
318_1831	7	0.013157894736842105
319_1831	7	0.005681818181818182
32_1820	7	0.008928571428571428
323_1831	7	0.008771929824561403
326_1827	7	0.00423728813559322
327_1835	7	0.024271844660194174
328_1832	7	0.01282051282051282
329_1832	7	0.010638297872340425
33_1820	7	0.010416666666666666
330_1832	7	0.015151515151515152
331_1830	7	0.007352941176470588
332_1828	7	0.016025641025641024
333_1820	7	0.044715447154471545
334_1820	7	0.0078125
335_1820	7	0.00273224043715847
336_1825	7	0.0048543689320388345
337_1825	7	0.029661016949152543
338_1825	7	0.007575757575757576
339_1821	7	0.19012605042016806
34_1821	7	0.0047169811320754715
341_1822	7	0.007211538461538462
343_1823	7	0.003105590062111801
344_1816	7	0.16990291262135923
345_1816	7	0.02029520295202952
346_1817	7	0.06818181818181818
347_1817	7	0.0028089887640449437
349_1817	7	0.13662790697674418
35_1821	7	0.0023923444976076554
350_1817	7	0.0043859649122807015
351_1817	7	0.3497506234413965
352_1818	7	0.0872093023255814
353_1818	7	0.0032679738562091504
354_1818	7	0.07
355_1821	7	0.0026041666666666665
356_1825	7	0.03787878787878788
357_1826	7	0.04411764705882353
358_1827	7	0.01282051282051282
359_1829	7	0.007352941176470588
36_1821	7	0.04326923076923077
360_1831	7	0.09130434782608696
362_1830	7	0.011627906976744186
363_1831	7	0.031914893617021274
364_1828	7	0.025
365_1828	7	0.003067484662576687
366_1828	7	0.026785714285714284
367_1827	7	0.0020408163265306124
368_1827	7	0.0078125
369_1828	7	0.02854122621564482
37_1821	7	0.028455284552845527
370_1829	7	0.0375
371_1829	7	0.006493506493506494
373_1830	7	0.004761904761904762
374_1830	7	0.041666666666666664
375_1829	7	0.006097560975609756
376_1829	7	0.004310344827586207
377_1830	7	0.05862068965517241
378_1830	7	0.029661016949152543
379_1830	7	0.0047169811320754715
38_1821	7	0.007042253521126761
380_1830	7	0.03804347826086957
381_1830	7	0.07333333333333333
382_1830	7	0.00510204081632653
383_1825	7	0.0035714285714285713
386_1825	7	0.015151515151515152
387_1826	7	0.09659090909090909
389_1826	7	0.004201680672268907
39_1821	7	0.028846153846153848
390_1826	7	0.011111111111111112
392_1826	7	0.0031645569620253164
393_1826	7	0.021844660194174758
394_1826	7	0.01079136690647482
395_1830	7	0.007142857142857143
396_1830	7	0.024509803921568627
397_1825	7	0.046370967741935484
398_1831	7	0.03333333333333333
399_1831	7	0.06140350877192982
4_1819	7	0.010714285714285714
40_1822	7	0.00684931506849315
400_1832	7	0.05244755244755245
401_1832	7	0.005319148936170213
403_1833	7	0.004672897196261682
405_1833	7	0.005494505494505495
406_1833	7	0.004545454545454545
407_1833	7	0.006756756756756757
408_1833	7	0.005555555555555556
409_1827	7	0.00625
41_1822	7	0.011194029850746268
410_1834	7	0.011111111111111112
411_1834	7	0.010869565217391304
412_1834	7	0.022123893805309734
413_1834	7	0.016129032258064516
414_1834	7	0.0036231884057971015
415_1834	7	0.002702702702702703
416_1834	7	0.003968253968253968
417_1834	7	0.004464285714285714
418_1834	7	0.02336448598130841
419_1834	7	0.02727272727272727
42_1822	7	0.0022222222222222222
420_1827	7	0.019230769230769232
421_1835	7	0.023092369477911646
422_1821	7	0.006437768240343348
423_1821	7	0.012415349887133182
424_1821	7	0.06660899653979238
425_1826	7	0.09038461538461538
426_1827	7	0.03125
428_1825	7	0.0020920502092050207
429_1826	7	0.01079136690647482
43_1822	7	0.007853403141361256
430_1826	7	0.028688524590163935
431_1829	7	0.0048543689320388345
432_1830	7	0.007142857142857143
433_1821	7	0.04054054054054054
434_1830	7	0.003937007874015748
435_1830	7	0.00684931506849315
436_1830	7	0.0058823529411764705
437_1830	7	0.001597444089456869
438_1830	7	0.03819444444444445
439_1825	7	0.0029411764705882353
44_1823	7	0.0013550135501355014
440_1828	7	0.010638297872340425
441_1824	7	0.012953367875647668
442_1825	7	0.05555555555555555
443_1826	7	0.022727272727272728
444_1826	7	0.06707317073170732
445_1826	7	0.00909090909090909
446_1827	7	0.024725274725274724
447_1827	7	0.00684931506849315
448_1827	7	0.02620967741935484
449_1827	7	0.03260869565217391
45_1823	7	0.011278195488721804
450_1827	7	0.0078125
451_1829	7	0.07976298997265269
452_1829	7	0.038922155688622756
453_1829	7	0.014285714285714285
454_1830	7	0.011160714285714286
455_1830	7	0.0702247191011236
456_1831	7	0.017605633802816902
457_1830	7	0.08615819209039548
458_1822	7	0.05851063829787234
459_1822	7	0.057692307692307696
460_1822	7	0.0030303030303030303
461_1822	7	0.005263157894736842
462_1822	7	0.12990196078431374
463_1823	7	0.014705882352941176
464_1823	7	0.045081967213114756
465_1823	7	0.018292682926829267
466_1823	7	0.0125
467_1825	7	0.09649122807017543
47_1821	7	0.10299625468164794
49_1821	7	0.16013071895424835
497_1827	7	0.001937984496124031
5_1819	7	0.007530120481927711
50_1822	7	0.005319148936170213
51_1822	7	0.001
516_1832	7	0.007692307692307693
517_1833	7	0.009505703422053232
53_1822	7	0.0015432098765432098
55_1821	7	0.00625
56_1821	7	0.4107142857142857
564_1823	7	0.021875
567_1835	7	0.003968253968253968
568_1835	7	0.009259259259259259
569_1835	7	0.01485148514851485
57_1821	7	0.0045045045045045045
570_1833	7	0.016826923076923076
58_1823	7	0.056818181818181816
581_1827	7	0.00909090909090909
582_1827	7	0.036290322580645164
583_1827	7	0.36122448979591837
584_1827	7	0.0028089887640449437
585_1827	7	0.010638297872340425
586_1827	7	0.04773869346733668
59_1823	7	0.0025380710659898475
598_1834	7	0.027131782945736434
599_1835	7	0.0048543689320388345
6_1819	7	0.3269230769230769
600_1835	7	0.0021961932650073207
601_1829	7	0.006493506493506494
602_1829	7	0.05421686746987952
61_1822	7	0.0055762081784386614
612_1827	7	0.08783783783783784
615_1827	7	0.0023148148148148147
62_1822	7	0.17290748898678415
63_1823	7	0.024822695035460994
64_1823	7	0.0025906735751295338
65_1823	7	8.025682182985554e-4
66_1823	7	0.01206896551724138
67_1823	7	0.06677524429967427
69_1825	7	0.0024752475247524753
7_1819	7	0.22883597883597884
70_1825	7	0.07051282051282051
71_1825	7	0.008620689655172414
75_1821	7	0.09134615384615384
77_1821	7	0.11682242990654206
8_1820	7	0.19329073482428116
80_1824	7	0.06684491978609626
82_1824	7	0.14215686274509803
83_1824	7	0.0078125
84_1824	7	0.012295081967213115
85_1824	7	0.028645833333333332
86_1824	7	0.003816793893129771
87_1824	7	0.029411764705882353
88_1824	7	0.07073170731707316
89_1824	7	0.007042253521126761
9_1820	7	0.008333333333333333
90_1825	7	0.008982035928143712
91_1825	7	0.05357142857142857
92_1826	7	0.0022624434389140274
93_1826	7	0.009615384615384616
94_1826	7	0.03424657534246575
95_1826	7	0.014619883040935672
96_1826	7	0.01875
97_1824	7	0.045454545454545456
98_1824	7	0.06682027649769585
99_1824	7	0.07773109243697479
1_1818	8	0.10034013605442177
10_1820	8	0.027777777777777776
100_1825	8	0.004166666666666667
101_1825	8	0.011363636363636364
102_1825	8	0.3194444444444444
103_1825	8	0.08536585365853659
104_1825	8	0.3064516129032258
105_1826	8	0.20945945945945946
11_1820	8	0.109375
112_1824	8	0.07
113_1824	8	0.14130434782608695
114_1824	8	0.1078125
115_1824	8	0.10805084745762712
116_1824	8	0.08075601374570447
117_1827	8	0.010294117647058823
119_1826	8	0.024193548387096774
12_1820	8	0.0012376237623762376
120_1826	8	0.010822510822510822
121_1826	8	0.2976190476190476
122_1824	8	0.22289156626506024
123_1824	8	0.0979381443298969
124_1824	8	0.19827586206896552
127_1830	8	0.003968253968253968
